,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
341,"#Apple plans to move Apple Watch production out of China, in Vietnam. Apple's known #manufacturing partners, Luxshare Precision Industry and #Foxconn, are involved in initial production tests.
https://t.co/8PzKNP3tQD", apple plans to move apple watch production out of china in vietnam apple known manufacturing partners luxshare precision industry and foxconn are involved in initial production tests ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,184,27
342,"Apple has released iPadOS 15.6.1

#Apple #iPadOS #iPadOS15",apple has released ipados 15 6 1 apple ipados ipados15,0.0,0.0,neutral,0.0,1.0,0.0,0.0,54,10
343,"#Apple $AAPL Daily Chart
#SuperTrend suggests #Bullish trend
#Support level at 169.01
#SmoothedHeikenAshi suggests #Bullish trend
Relative Strength Index (#RSI) in #Overbought zone
Start #investing in #GlobalStocks at https://t.co/peLniI7mrl 
#Investor #Trading https://t.co/HiJTPv0PHN", apple aapl daily chart supertrend suggests bullish trend support level at 169 01 smoothedheikenashi suggests bullish trend relative strength index rsi in overbought zone start investing in globalstocks at investor trading ,0.0,0.0,positive,0.0,0.831,0.169,0.7096,223,31
344,"Apple has released released watchOS 8.7.1

#Apple #watchOS #watchOS8",apple has released released watchos 8 7 1 apple watchos watchos8,0.0,0.0,neutral,0.0,1.0,0.0,0.0,64,11
345,"This Robot Dog Has an AI Brain and Taught Itself to Walk in Just an Hour 
https://t.co/o0cHN2yVK3
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

                Ever seen a baby gazelle learn to walk? A fawn, which is basically a mammalia...",this robot dog has an ai brain and taught itself to walk in just an hour seo google apple ios cybersecurity robotics iot ai software telecom ever seen baby gazelle learn to walk fawn which is basically mammalia ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,211,38
346,"#Apple is aiming to launch an
#event on Sept. 7 to unveil the
iPhone 14 line, the latest version
of its smartphones https://t.co/3mkPNKQ7xW", apple is aiming to launch an event on sept 7 to unveil the iphone 14 line the latest version of its smartphones ,0.5,0.9,neutral,0.0,1.0,0.0,0.0,113,22
347,"#Apple is aiming to hold a launch event on September 7 to unveil the #iPhone14 line, according to people with knowledge of the matter.#iPhone14Series #iPhone14Pro  #iphone14ProMax https://t.co/nMwTj3MdA1", apple is aiming to hold launch event on september 7 to unveil the iphone14 line according to people with knowledge of the matter iphone14series iphone14pro iphone14promax ,0.0,0.0,neutral,0.0,0.956,0.044,0.0258,172,26
348,"Apple requires corporate employees to return to the office for three days per week. Apple, like many Big Tech compaines, is preparing for its busiest and most profitable quarters, punctuated by a string of product releases and culminating in the holiday shopping seasons.#Apple",apple requires corporate employees to return to the office for three days per week apple like many big tech compaines is preparing for its busiest and most profitable quarters punctuated by string of product releases and culminating in the holiday shopping seasons apple,0.25,0.275,positive,0.0,0.827,0.173,0.8122,270,43
349,"Steve jobs talking about #marketing    #Apple

Thread 🧵🧵
1/3. https://t.co/tKNBmgOcY6",steve jobs talking about marketing apple thread 1 3 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,52,9
350,"Affiliates Reportedly Swapping Out Dofollow Tracking Links After Google Product Reviews Update 
https://t.co/l48nJqjY5i
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

    One space that seemed to be hit the hardest by the last Google Pro...",affiliates reportedly swapping out dofollow tracking links after google product reviews update seo google apple ios cybersecurity robotics iot ai software telecom one space that seemed to be hit the hardest by the last google pro ,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0,230,36
351,#APPLE: Would you give up intimacy to get the new iPhone early? Um.... https://t.co/kjqNFqYIRY, apple would you give up intimacy to get the new iphone early um ,0.11818181818181818,0.37727272727272726,neutral,0.0,1.0,0.0,0.0,65,13
352,"Content analysis:
This article scores 80/100. The complete report can be viewed here: https://t.co/Wtf3wQMlhg
(I'm a bot)

#Amazon #Apple https://t.co/KIgaDoB0d6",content analysis this article scores 80 100 the complete report can be viewed here m bot amazon apple ,0.1,0.4,positive,0.0,0.904,0.096,0.1779,102,18
353,The latest The IOS Daily! https://t.co/1MiGJrs8EF #apple #tech,the latest the ios daily apple tech,0.25,0.45,neutral,0.0,1.0,0.0,0.0,35,7
354,"@warendon_t This Project is a wonderful project that is worth paying attention to! The secret to success is an accomplished team. 

@Riadsheikh17

@Rakibul78729782

@Mdrubel07075167

#crypto #metaverse #campaign #event #gift #airdrop #free #iPhone #iPad #Switch #Apple #Nintendo", this project is wonderful project that is worth paying attention to the secret to success is an accomplished team crypto metaverse campaign event gift airdrop free iphone ipad switch apple nintendo,0.3,0.5166666666666666,positive,0.0,0.576,0.424,0.9545,198,31
355,"2022—The Year the Hydrogen Economy Launched? 
https://t.co/t0cnhaEiP5
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Utrecht, a largely bicycle-propelled city of 350,000 just south of Amsterdam, has become a proving ground for the bidire...",2022 the year the hydrogen economy launched seo google apple ios cybersecurity robotics iot ai software telecom utrecht largely bicycle propelled city of 350 000 just south of amsterdam has become proving ground for the bidire ,0.21428571428571427,0.42857142857142855,positive,0.0,0.959,0.041,0.128,227,36
356,"Content analysis:
This article scores 71/100. The complete report can be viewed here: https://t.co/tZ9Ur8pH27
(I'm a bot)

#StopAtNothing #Apple #Finance https://t.co/KzCno0G1Og",content analysis this article scores 71 100 the complete report can be viewed here m bot stopatnothing apple finance ,0.1,0.4,neutral,0.0,1.0,0.0,0.0,117,19
357,"India 5G Launch from Jio, Airtel, Vi Extremely Close: Know the Details 
https://t.co/KOCbxaxUay
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

India is extremely close to launching 5G services. The telecom operators have made the spe...",india 5g launch from jio airtel vi extremely close know the details seo google apple ios cybersecurity robotics iot ai software telecom india is extremely close to launching 5g services the telecom operators have made the spe ,-0.125,1.0,neutral,0.0,1.0,0.0,0.0,226,37
358,"Summer #promotional pricing for Brydge #Keyboards is now in!

These #iPad Keyboards are designed with #apple users at the core, combining productivity and protection perfectly.

This range is rich in exciting features, giving that extra smooth transition when working on an iPad. https://t.co/szO9O0BmsE",summer promotional pricing for brydge keyboards is now in these ipad keyboards are designed with apple users at the core combining productivity and protection perfectly this range is rich in exciting features giving that extra smooth transition when working on an ipad ,0.41500000000000004,0.63,positive,0.0,0.739,0.261,0.9246,269,42
359,"If you are looking for a MacBook, then Experimax can help you get the best deal possible. 

Shop online today: https://t.co/bmnJ9Jot23
•
•
•
#Experimax #macbook #techdeals #apple #appledevices #laptop https://t.co/vyAHz8Kolk",if you are looking for macbook then experimax can help you get the best deal possible shop online today experimax macbook techdeals apple appledevices laptop ,0.5,0.65,positive,0.0,0.769,0.231,0.7845,158,25
360,"iPhone 14 series may launch on September 7, reports Bloomberg. Apple likely to announce dates soon.
.
.
#techyvillage #apple #iphone #appleiphone14 #iphone14series #iphone14pro #iphone14 #iphone14promax #iphone14max #iphone13series #iphone13 #iphone13pro #appleiphone #appleindia https://t.co/tl96SCBLqo",iphone 14 series may launch on september 7 reports bloomberg apple likely to announce dates soon techyvillage apple iphone appleiphone14 iphone14series iphone14pro iphone14 iphone14promax iphone14max iphone13series iphone13 iphone13pro appleiphone appleindia ,0.0,1.0,neutral,0.0,1.0,0.0,0.0,259,30
361,"Concept iPhone 15 Pro 5 Colors
https://t.co/kqnBr8S1FV

#iPhoneiOSThailand
#Apple #iPhone15Pro #Concept #Colors #Render #Design
#ช่วยเหลือผู้ใช้iPhone #iPhoneSupport https://t.co/fcKPiVaqCC",concept iphone 15 pro 5 colors iphoneiosthailand apple iphone15pro concept colors render design iphone iphonesupport ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,117,15
362,"https://t.co/KMiWvAvrD7👈Click the link for the price
#SheHulk #Apple #Femboy  #BlackCatAppreciationDay #NationalNonprofitDay Trumpism #FOMC #LUNC #BBBY #NationalNonprofitDay #AmberTurd #ETH #USA #NYC #America #NASCAR", the link for the price shehulk apple femboy blackcatappreciationday nationalnonprofitday trumpism fomc lunc bbby nationalnonprofitday amberturd eth usa nyc america nascar,0.0,0.0,neutral,0.0,1.0,0.0,0.0,171,21
363,"Believe it or not, 'The Greatest Beer Run Ever' is based on a true story [Trailer] 
https://t.co/cVGMc7YU43
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Zac Efron stars in a coming-o...",believe it or not the greatest beer run ever is based on true story trailer seo google apple ios cybersecurity robotics iot ai software telecom zac efron stars in coming ,0.675,0.825,negative,0.099,0.819,0.082,-0.1451,170,30
364,"Next Generations ⚡

#apple #vietnam #delocalizzazione

https://t.co/GpowQeARb9",next generations apple vietnam delocalizzazione ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,48,5
365,"Concept iPhone 14 Pro
https://t.co/CMNEVponV4

#iPhoneiOSThailand
#Apple #iPhone14Pro #iPhone14ProMax #Concept #September #Colors
#ช่วยเหลือผู้ใช้iPhone #iPhoneSupport https://t.co/tZ9xzwcgr5",concept iphone 14 pro iphoneiosthailand apple iphone14pro iphone14promax concept september colors iphone iphonesupport ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,13
366,"Realme 9i 5G Unveiled With Dimensity 810 https://t.co/LIQvJw8cBN

#Realme #Realme9i5G #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets",realme 9i 5g unveiled with dimensity 810 realme realme9i5g android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets,0.0,0.0,positive,0.0,0.906,0.094,0.3818,211,26
367,"new phone cases for iphone 14, these are our private model#cases#Available for the new #apple #iphone
#iPhone14
#iPhone14Pro
#iPhone14Max
#iPhone14ProMax
High penetration, high sense glass phone case with magsafes. if you are interest in, please contact me.❤️ https://t.co/lXDLJoRNIt",new phone cases for iphone 14 these are our private model cases available for the new apple iphone iphone14 iphone14pro iphone14max iphone14promax high penetration high sense glass phone case with magsafes if you are interest in please contact me ,0.16545454545454547,0.4606818181818182,positive,0.0,0.875,0.125,0.6486,247,39
368,"Well now the #iPhone14 is costing more, will the Apple Sheep start trading their kidneys for one?
#Apple #iPhone #AppleSheep https://t.co/0PUvG7oaBm",well now the iphone14 is costing more will the apple sheep start trading their kidneys for one apple iphone applesheep ,0.5,0.5,positive,0.0,0.9,0.1,0.2732,119,20
369,"Apple #iPhone14 with new colour option tipped to launch on September 7, to go on sale on this date

#Apple https://t.co/An1bLSGdCv",apple iphone14 with new colour option tipped to launch on september 7 to go on sale on this date apple ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,103,20
370,"Realme 9i 5G Unveiled With Dimensity 810 

#Realme #Realme9i5G #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets #engineering

https://t.co/JlWFLSefGz https://t.co/GjVRYbDOgW",realme 9i 5g unveiled with dimensity 810 realme realme9i5g android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets engineering ,0.0,0.0,positive,0.0,0.909,0.091,0.3818,224,27
371,C$561.23 - #FreeShipping | Shop now and enjoy great discounts!  Apple Magic Keyboard (for 12.9-inch iPad Pro #Apple       ?? https://t.co/OltWOJJ0GT       #sharious  #canadianbestseller  #canada #usa #product #129inch  #Apple  #English  #iPadPro  #Keyboard. https://t.co/Sw3SPsbtLF,c 561 23 freeshipping shop now and enjoy great discounts apple magic keyboard for 12 9 inch ipad pro apple sharious canadianbestseller canada usa product 129inch apple english ipadpro keyboard ,0.42500000000000004,0.5625,positive,0.0,0.781,0.219,0.8074,193,30
372,"Apple getting back to $3 trillion market cap after few months of correction caused by Fed raised rate and ukraine war, this is how a great company’s shares work even with 2.5% interest rate and 8% inflation..
چیزی بيش از ١٥ برابر اقتصاد فعلى ايران!
#stocks #apple https://t.co/JnA6jptgtq",apple getting back to 3 trillion market cap after few months of correction caused by fed raised rate and ukraine war this is how great company shares work even with 2 5 interest rate and 8 inflation stocks apple ,0.20000000000000004,0.2833333333333333,positive,0.088,0.701,0.21,0.6597,212,39
373,"“Auxin response factor #gene #MdARF2 is involved in ABA signaling and #salt #stress response in #apple ”the results of this research provide a new basis for studying the regulation of #abiotic stresses by ARFs. https://t.co/6JFBwhxEcJ

#horticulture https://t.co/vmiXriAeey", auxin response factor gene mdarf2 is involved in aba signaling and salt stress response in apple the results of this research provide new basis for studying the regulation of abiotic stresses by arfs horticulture ,0.13636363636363635,0.45454545454545453,negative,0.153,0.847,0.0,-0.7003,214,34
374,"Just recreating the battery indicator! 🔋 🪫 

Do you like??

Credits: @brianmichel 

#battery #batterypack #batteryiphone #iphonebattery #appleiphone #Apple #iphone14pro #iphone14 #iphone #applesclear #aplclr https://t.co/IeBEXT0Gx9",just recreating the battery indicator do you like credits battery batterypack batteryiphone iphonebattery appleiphone apple iphone14pro iphone14 iphone applesclear aplclr ,0.0,0.0,positive,0.0,0.783,0.217,0.6124,171,20
375,"https://t.co/wr5DruLTSZ👈Click the link for the price
#SheHulk #Apple #Femboy  #BlackCatAppreciationDay #NationalNonprofitDay Trumpism #FOMC #LUNC #BBBY #NationalNonprofitDay #AmberTurd #ETH #USA #NYC #America #NASCAR", the link for the price shehulk apple femboy blackcatappreciationday nationalnonprofitday trumpism fomc lunc bbby nationalnonprofitday amberturd eth usa nyc america nascar,0.0,0.0,neutral,0.0,1.0,0.0,0.0,171,21
376,C$34.38 - #FreeShipping | Shop with us today and enjoy up to 40%OFF!  Apple Silicone Case (for iPhone XS) - Pink #Apple       ?? https://t.co/4U7ktQYDlT       #sharious  #canadianbestseller  #canada #usa #product #Apple  #Case  #iPhone  #MTF82ZMA  #Sand . https://t.co/VrRZZkD4Gn,c 34 38 freeshipping shop with us today and enjoy up to 40 off apple silicone case for iphone xs pink apple sharious canadianbestseller canada usa product apple case iphone mtf82zma sand ,0.15000000000000002,0.4,positive,0.0,0.904,0.096,0.4939,187,32
